Date,Close
2019-07-01,633.6727294921875
2019-07-02,641.2113647460938
2019-07-03,633.6727294921875
2019-07-04,635.8389892578125
2019-07-05,622.1483154296875
2019-07-08,621.8017578125
2019-07-09,619.9819946289062
2019-07-10,621.4984741210938
2019-07-11,625.18115234375
2019-07-12,629.730224609375
2019-07-15,675.3081665039062
2019-07-16,680.073974609375
2019-07-17,688.1324462890625
2019-07-18,686.8759765625
2019-07-19,680.5506591796875
2019-07-22,679.68408203125
2019-07-23,684.5797729492188
2019-07-24,681.3303833007812
2019-07-25,688.4357299804688
2019-07-26,681.9368896484375
2019-07-29,685.79296875
2019-07-30,686.8759765625
2019-07-31,687.6991577148438
2019-08-01,666.2099609375
2019-08-02,672.058837890625
2019-08-05,673.0120239257812
2019-08-06,671.0623168945312
2019-08-07,672.4920043945312
2019-08-08,683.4533081054688
2019-08-09,684.4064331054688
2019-08-13,662.6572875976562
2019-08-14,671.3656005859375
2019-08-16,671.1489868164062
2019-08-19,673.8351440429688
2019-08-20,686.91943359375
2019-08-21,692.7249755859375
2019-08-22,689.4755249023438
2019-08-23,695.1077270507812
2019-08-26,695.410888671875
2019-08-27,679.9007568359375
2019-08-28,695.3678588867188
2019-08-29,699.2236938476562
2019-08-30,706.1123046875
2019-09-03,705.549072265625
2019-09-04,711.6580200195312
2019-09-05,722.7059326171875
2019-09-06,727.9915161132812
2019-09-09,718.4166259765625
2019-09-11,710.6181030273438
2019-09-12,707.412109375
2019-09-13,718.5899658203125
2019-09-16,717.2035522460938
2019-09-17,720.27978515625
2019-09-18,719.0664672851562
2019-09-19,711.1381225585938
2019-09-20,697.5339965820312
2019-09-23,662.3106079101562
2019-09-24,688.0457763671875
2019-09-25,686.8326416015625
2019-09-26,678.0810546875
2019-09-27,677.77783203125
2019-09-30,698.0972900390625
2019-10-01,687.6126098632812
2019-10-03,680.7238159179688
2019-10-04,687.5259399414062
2019-10-07,684.1464233398438
2019-10-09,679.0342407226562
2019-10-10,678.5142211914062
2019-10-11,706.025634765625
2019-10-14,681.1570434570312
2019-10-15,665.7333984375
2019-10-16,668.4627075195312
2019-10-17,666.7732543945312
2019-10-18,665.3434448242188
2019-10-22,557.6373291015625
2019-10-23,570.84228515625
2019-10-24,557.4617919921875
2019-10-25,559.3043212890625
2019-10-27,569.3067016601562
2019-10-29,570.8861083984375
2019-10-30,579.6162719726562
2019-10-31,601.5515747070312
2019-11-01,603.569580078125
2019-11-04,622.0828247070312
2019-11-05,610.7642211914062
2019-11-06,624.9783935546875
2019-11-07,631.8221435546875
2019-11-08,621.337158203125
2019-11-11,618.0469360351562
2019-11-13,606.5966186523438
2019-11-14,618.8364868164062
2019-11-15,617.608154296875
2019-11-18,618.7489013671875
2019-11-19,625.4609375
2019-11-20,625.5925903320312
2019-11-21,625.8118896484375
2019-11-22,608.2198486328125
2019-11-25,612.5191040039062
2019-11-26,605.9386596679688
2019-11-27,610.4573974609375
2019-11-28,615.8093872070312
2019-11-29,610.983642578125
2019-12-02,607.78125
2019-12-03,612.7384643554688
2019-12-04,621.9512939453125
2019-12-05,627.2157592773438
2019-12-06,627.4351196289062
2019-12-09,629.3215942382812
2019-12-10,626.9525146484375
2019-12-11,632.6557006835938
2019-12-12,616.0287475585938
2019-12-13,624.1009521484375
2019-12-16,626.4700317382812
2019-12-17,640.2453002929688
2019-12-18,642.658203125
