Date,Close
2019-07-01,166.05035400390625
2019-07-02,161.84967041015625
2019-07-03,160.41650390625
2019-07-04,163.2828369140625
2019-07-05,158.3408660888672
2019-07-08,152.75643920898438
2019-07-09,153.991943359375
2019-07-10,149.8900909423828
2019-07-11,154.98033142089844
2019-07-12,157.45130920410156
2019-07-15,159.0821533203125
2019-07-16,168.02713012695312
2019-07-17,165.95150756835938
2019-07-18,158.88449096679688
2019-07-19,153.05296325683594
2019-07-22,154.93089294433594
2019-07-23,154.3872833251953
2019-07-24,149.49473571777344
2019-07-25,142.62538146972656
2019-07-26,145.4423065185547
2019-07-29,135.9537353515625
2019-07-30,131.90130615234375
2019-07-31,134.0263671875
2019-08-01,128.04656982421875
2019-08-02,129.18321228027344
2019-08-05,122.31387329101562
2019-08-06,121.07838439941406
2019-08-07,116.03756713867188
2019-08-08,122.6103973388672
2019-08-09,120.63360595703124
2019-08-13,120.53475952148438
2019-08-14,119.4969482421875
2019-08-16,119.94172668457033
2019-08-19,119.39810943603516
2019-08-20,122.41271209716795
2019-08-21,111.09559631347656
2019-08-22,106.45013427734376
2019-08-23,109.76126098632812
2019-08-26,109.26705932617188
2019-08-27,118.9533233642578
2019-08-28,114.99974822998048
2019-08-29,112.97354125976562
2019-08-30,115.34568786621094
2019-09-03,111.34268951416016
2019-09-04,108.229248046875
2019-09-05,116.68002319335938
2019-09-06,119.84288787841795
2019-09-09,120.48534393310548
2019-09-11,132.79087829589844
2019-09-12,126.46512603759766
2019-09-13,128.04656982421875
2019-09-16,127.10758972167967
2019-09-17,120.5841827392578
2019-09-18,120.33708190917967
2019-09-19,122.75865173339844
2019-09-20,131.70361328125
2019-09-23,126.41571807861328
2019-09-24,129.38088989257812
2019-09-25,121.62200164794922
2019-09-26,123.05516815185548
2019-09-27,118.50856018066406
2019-09-30,116.08698272705078
2019-10-01,113.9619369506836
2019-10-03,120.97954559326172
2019-10-04,118.2614517211914
2019-10-07,116.13640594482422
2019-10-09,119.4969482421875
2019-10-10,115.4445343017578
2019-10-11,119.8923110961914
2019-10-14,126.36628723144533
2019-10-15,125.47673797607422
2019-10-16,124.3895034790039
2019-10-17,137.881103515625
2019-10-18,135.2618408203125
2019-10-22,130.22103881835938
2019-10-23,131.11058044433594
2019-10-24,131.9507293701172
2019-10-25,125.37789154052734
2019-10-27,145.98593139648438
2019-10-29,170.44871520996094
2019-10-30,169.90509033203125
2019-10-31,175.63778686523438
2019-11-01,173.01853942871094
2019-11-04,170.20159912109375
2019-11-05,170.00392150878906
2019-11-06,172.47491455078125
2019-11-07,169.50973510742188
2019-11-08,167.08816528320312
2019-11-11,170.00392150878906
2019-11-13,168.62017822265625
2019-11-14,165.1113739013672
2019-11-15,166.59397888183594
2019-11-18,168.1259765625
2019-11-19,165.80325317382812
2019-11-20,165.45730590820312
2019-11-21,162.24502563476562
2019-11-22,160.46592712402344
2019-11-25,164.1724090576172
2019-11-26,161.50372314453125
2019-11-27,163.97471618652344
2019-11-28,162.88748168945312
2019-11-29,159.6257781982422
2019-12-02,159.18101501464844
2019-12-03,156.36407470703125
2019-12-04,167.43409729003906
2019-12-05,164.1724090576172
2019-12-06,159.6257781982422
2019-12-09,158.63739013671875
2019-12-10,157.8466796875
2019-12-11,159.92230224609375
2019-12-12,171.3382568359375
2019-12-13,174.64938354492188
2019-12-16,172.919677734375
2019-12-17,178.1087646484375
2019-12-18,172.7714385986328
2019-12-19,177.07093811035156
2019-12-20,173.9080810546875
2019-12-23,174.00694274902344
2019-12-24,173.4633026123047
2019-12-26,172.57376098632812
2019-12-27,174.1057586669922
2019-12-30,181.56814575195312
2019-12-31,183.00132751464844
2020-01-01,182.3094482421875
2020-01-02,191.5015106201172
2020-01-03,188.8822784423828
2020-01-06,183.4955139160156
2020-01-07,182.55653381347656
2020-01-08,180.43150329589844
2020-01-09,189.77183532714844
2020-01-10,194.07135009765625
2020-01-13,193.97250366210935
2020-01-14,193.57716369628903
2020-01-15,198.02493286132807
2020-01-16,195.25743103027344
2020-01-17,195.0103302001953
2020-01-20,192.7370147705078
2020-01-21,189.1787872314453
2020-01-22,183.44610595703125
2020-01-23,186.21360778808597
2020-01-24,184.33566284179688
2020-01-27,180.08555603027344
2020-01-28,174.0563507080078
2020-01-29,185.86767578125
2020-01-30,184.0391387939453
2020-01-31,174.55055236816406
2020-02-03,161.94851684570312
2020-02-04,163.77703857421875
2020-02-05,181.61756896972656
2020-02-06,176.77442932128906
2020-02-07,171.58535766601562
2020-02-10,166.9398956298828
2020-02-11,167.780029296875
2020-02-12,168.9661102294922
2020-02-13,167.53294372558594
2020-02-14,167.13758850097656
2020-02-17,167.13758850097656
2020-02-18,159.72462463378906
2020-02-19,156.2158203125
2020-02-20,156.6605987548828
2020-02-24,148.9016876220703
2020-02-25,148.16038513183594
2020-02-26,142.87249755859375
2020-02-27,143.56436157226562
2020-02-28,127.45352172851562
2020-03-02,123.9447250366211
2020-03-03,128.8372802734375
2020-03-04,124.73543548583984
2020-03-05,124.29066467285156
2020-03-06,112.87470245361328
2020-03-09,104.4733428955078
2020-03-11,97.75226593017578
2020-03-12,86.978759765625
2020-03-13,88.70844268798828
2020-03-16,81.98735809326172
2020-03-17,77.04537963867188
2020-03-18,74.62381744384766
2020-03-19,72.10340881347656
2020-03-20,76.4029312133789
2020-03-23,65.43174743652344
2020-03-24,67.75447845458984
2020-03-25,69.43474578857422
2020-03-26,69.97836303710938
2020-03-27,69.8795166015625
2020-03-30,67.35911560058594
2020-03-31,70.22545623779297
2020-04-01,67.16143035888672
2020-04-03,64.54219055175781
2020-04-07,66.46955871582031
2020-04-08,66.81549072265625
2020-04-09,73.73426055908203
2020-04-13,73.38832092285156
2020-04-15,72.05399322509766
2020-04-16,73.78368377685547
2020-04-17,75.95814514160156
2020-04-20,79.51636505126953
2020-04-21,73.78368377685547
2020-04-22,75.01917266845703
2020-04-23,74.77207946777344
2020-04-24,73.33890533447266
2020-04-27,74.37671661376953
2020-04-28,76.05699157714844
2020-04-29,77.2430648803711
2020-04-30,92.16783142089844
2020-05-04,82.92633056640625
2020-05-05,79.96115112304688
2020-05-06,82.23445129394531
2020-05-07,81.54258728027344
2020-05-08,80.10941314697266
2020-05-11,85.10079956054688
