Date,Close
2019-07-01,215.4415740966797
2019-07-02,214.57965087890625
2019-07-03,216.8127899169922
2019-07-04,217.55723571777344
2019-07-05,218.9676055908203
2019-07-08,217.4004669189453
2019-07-09,213.9919586181641
2019-07-10,214.0311584472656
2019-07-11,215.99008178710935
2019-07-12,215.5199279785156
2019-07-15,212.3073272705078
2019-07-16,213.0908966064453
2019-07-17,213.8352508544922
2019-07-18,213.91363525390625
2019-07-19,210.2308654785156
2019-07-22,207.17495727539065
2019-07-23,212.07223510742188
2019-07-24,212.22897338867188
2019-07-25,209.87828063964844
2019-07-26,211.87632751464844
2019-07-29,209.7998962402344
2019-07-30,210.70098876953125
2019-07-31,211.71961975097656
2019-08-01,209.64317321777344
2019-08-02,207.25331115722656
2019-08-05,203.570556640625
2019-08-06,202.8653259277344
2019-08-07,198.75161743164065
2019-08-08,201.96424865722656
2019-08-09,199.18255615234372
2019-08-13,192.99241638183597
2019-08-14,194.91217041015625
2019-08-16,198.2422790527344
2019-08-19,197.10614013671875
2019-08-20,193.14913940429688
2019-08-21,189.1920928955078
2019-08-22,188.0951232910156
2019-08-23,185.0000457763672
2019-08-26,190.01483154296875
2019-08-27,192.36553955078125
2019-08-28,192.71815490722656
2019-08-29,188.9962158203125
2019-08-30,192.48309326171875
2019-09-03,189.2704620361328
2019-09-04,190.6025238037109
2019-09-05,191.38607788085935
2019-09-06,191.11183166503903
2019-09-09,192.36553955078125
2019-09-11,190.99429321289065
2019-09-12,188.64361572265625
2019-09-13,187.97755432128903
2019-09-16,187.58578491210935
2019-09-17,185.8619384765625
2019-09-18,187.46827697753903
2019-09-19,185.4701690673828
2019-09-20,186.5279998779297
2019-09-23,199.6918792724609
2019-09-24,200.59300231933597
2019-09-25,193.9718475341797
2019-09-26,196.2050018310547
2019-09-27,198.20314025878903
2019-09-30,203.60972595214844
2019-10-01,200.51461791992188
2019-10-03,205.02012634277344
2019-10-04,201.5724639892578
2019-10-07,197.3803558349609
2019-10-09,193.61924743652344
2019-10-10,190.5633544921875
2019-10-11,191.1510009765625
2019-10-14,191.26856994628903
2019-10-15,194.0110321044922
2019-10-16,190.9159393310547
2019-10-17,192.6398162841797
2019-10-18,193.14913940429688
2019-10-22,195.0296630859375
2019-10-23,196.7143096923828
2019-10-24,195.14718627929688
2019-10-25,194.08938598632807
2019-10-27,196.2050018310547
2019-10-29,198.4381866455078
2019-10-30,203.2571258544922
2019-10-31,201.8858795166016
2019-11-01,204.7458953857422
2019-11-04,204.3149261474609
2019-11-05,205.9996032714844
2019-11-06,204.7850799560547
2019-11-07,208.3111267089844
2019-11-08,204.11903381347656
2019-11-11,203.2963104248047
2019-11-13,198.9083251953125
2019-11-14,198.94749450683597
2019-11-15,196.40090942382807
2019-11-18,196.4792633056641
2019-11-19,195.3430938720703
2019-11-20,196.4401092529297
2019-11-21,192.52224731445312
2019-11-22,194.0502166748047
2019-11-25,194.1285858154297
2019-11-26,195.22555541992188
2019-11-27,193.501708984375
