Date,Close,High,Low,Open,Volume
2019-07-01,132.79714965820312,133.45642341349392,132.30269793450753,132.6087877811329,3471842
2019-07-02,133.85670471191406,134.20988862935974,132.6558851410349,133.00906905848058,5218738
2019-07-03,133.19741821289062,134.4924257864503,132.8206801142926,134.16278174656313,2516552
2019-07-04,133.6683349609375,134.1627866678163,132.79714514164144,133.26805700384585,3256662
2019-07-05,128.0174102783203,133.99798313086163,127.61713226599832,133.73898731934878,9170926
2019-07-08,125.6863784790039,127.73484804069484,125.28610050493485,126.08665645307296,7149570
2019-07-09,125.0271224975586,127.49941023056117,124.43848256112942,125.9689463958453,5240124
2019-07-10,125.70992279052734,126.9107422470265,123.99108305914167,124.65037113911433,5561126
2019-07-11,126.086669921875,127.14622176995798,125.30966810749915,125.96894193875467,5383786
2019-07-12,121.94264221191406,126.51047901770426,121.51881000518581,126.20438915702663,15190556
2019-07-15,122.3899917602539,123.37890955841334,120.50634428607967,122.43708582132622,9494898
2019-07-16,122.43708801269531,123.70855582895545,120.67116847405067,121.96617613572342,9723314
2019-07-17,122.24871826171875,123.75562754831031,121.54235049176016,123.3789038194347,11637538
2019-07-18,126.72237396240234,129.1004729110883,122.22515744717352,122.90798533636642,42054706
2019-07-19,124.650390625,126.98139599984803,124.08529057413858,126.72240019300645,8459390
2019-07-22,124.69746398925781,125.40383183142752,123.56727831600436,125.07420212773599,8839780
2019-07-23,124.5561752319336,127.14619021785282,124.22653121256317,124.74453708396464,9361236
2019-07-24,124.4149398803711,125.19194170455427,123.37892786739893,124.5562077134619,4498944
2019-07-25,123.49664306640625,125.00356686179188,123.14345914915246,125.00356686179188,9982362
2019-07-26,124.13238525390625,124.67393108885581,122.81382325240803,123.4731114387028,5438744
2019-07-29,123.56727600097656,125.80410745927372,122.55481832038643,123.84982600676899,5764526
2019-07-30,123.52017974853516,124.6974594425589,122.90800005607882,123.80272974931886,4830174
2019-07-31,124.93292236328125,125.40383426720781,122.69609081963007,123.6143747807232,5698432
2019-08-01,127.33457946777344,130.04232299020853,126.4633895472065,127.85258545063144,35302414
2019-08-02,124.15591430664062,127.5700254371592,123.23764476315519,127.09911355708768,9957332
2019-08-05,123.3789291381836,124.98002687110193,122.57837308617842,122.978651112181,7665468
2019-08-06,121.91908264160156,123.70855640508262,121.40107670030204,123.37891234123109,7906452
2019-08-07,123.6379165649414,124.43847256259795,121.9661850282417,121.9661850282417,7992066
2019-08-08,125.14482879638672,125.73346863080059,123.07281945346787,123.84982116067623,7250870
2019-08-09,124.08527374267578,126.53402113612826,123.77918391126656,125.26255337970306,7060998
2019-08-13,121.73072052001953,124.74455366641322,121.49526458090924,124.74455366641322,4380900
2019-08-14,118.2224349975586,122.48418916807563,117.84570403705433,122.34290697414794,8706726
2019-08-16,117.35123443603516,118.1988772237527,115.39695308523882,117.72796536230348,9944870
2019-08-19,118.71688079833984,119.23487952436545,117.72796303463109,117.86923802738157,5540152
2019-08-20,119.281982421875,122.01327280375956,118.76397647192364,119.281982421875,15930242
2019-08-21,118.85813903808594,120.03541857366739,118.24595942801882,119.3761449079594,6826530
2019-08-22,118.69334411621094,119.37616492423062,117.02160545826946,118.66979708444228,6739804
2019-08-23,118.38725280761719,121.07145647724086,117.5160700743487,119.11716771452282,9793938
2019-08-26,117.30415344238281,119.1171598885324,116.71551358605923,118.85815691464099,6529420
2019-08-27,117.77505493164062,118.5049625406181,116.36231940116375,117.11577403942472,8045102
2019-08-28,117.37479400634766,119.23489462069321,116.8332481820411,117.77507200556244,5363314
2019-08-29,117.16287994384766,117.84570074883977,116.3387841344152,116.3387841344152,5438102
2019-08-30,119.79998016357422,120.2002581383509,117.32769277777072,117.77506481506647,8368026
2019-09-03,119.44680786132812,120.24736388869411,118.92880905099544,119.65872397771665,4411118
2019-09-04,120.57697296142578,120.95371106257129,118.3401488684238,118.43432980093789,6606662
2019-09-05,120.36508178710938,121.91908527346408,119.84707583462769,121.91908527346408,8811234
2019-09-06,118.6697998046875,121.16562714738151,117.16288314903865,120.24735755726164,22872104
2019-09-09,120.36508178710938,120.60053773177466,117.89279436812393,118.38724610348487,11581912
2019-09-11,116.85678100585938,120.08253028176401,116.48005724752913,119.6116183983061,19598224
2019-09-12,115.1614990234375,117.02159946923999,114.9024960583282,115.70304479867478,9329514
2019-09-13,115.5382308959961,116.5035944870533,114.52576605788363,115.3734088662549,7620240
2019-09-16,116.3623275756836,116.71551148311418,114.94959194596123,115.42050382253535,7950382
2019-09-17,114.97313690185547,116.50360056874975,114.76122798508686,116.29169165198114,6329530
2019-09-18,115.04377746582031,115.82077921889395,114.57286557049198,115.56177623935432,5052560
2019-09-19,113.72521209716797,115.77368152468884,113.13657228300043,115.49113153967058,5137674
2019-09-20,115.82077026367188,117.11577787569524,113.25430206967997,113.91357579794669,12392500
2019-09-23,112.7127685546875,116.78615370276326,111.3706667367077,116.64487869262662,13553962
2019-09-24,113.3484878540039,114.40803958190172,112.78339503623408,113.44266879270805,11536662
2019-09-25,112.45375061035156,113.65457725848128,112.07701969527534,113.2542993139232,7209996
2019-09-26,111.65321350097656,113.2307640424526,111.39421052086996,112.64212417200365,10777480
2019-09-27,111.4177474975586,112.54793307260539,111.04101657736145,111.7944712322111,6383350
2019-09-30,112.92466735839844,113.32493813478251,111.01747285631356,111.60611269118266,6597906
2019-10-01,109.95792388916016,113.23076001534734,109.3457370085569,113.01885110663142,8754660
2019-10-03,111.06455993652344,112.83047933013653,109.51054943303504,110.28755109200704,9570460
2019-10-04,111.93575286865234,113.44266945332893,111.25293207713976,112.07702787030375,5951042
