Date,Close,High,Low,Open,Volume
2019-07-01,1287.201904296875,1306.8353579504485,1284.5398138736077,1300.655343525801,739182
2019-07-02,1279.50048828125,1293.0489794259706,1274.6990467494422,1289.2458941923649,1171118
2019-07-03,1285.4427490234375,1303.5074030407786,1283.065820863261,1289.2934190673016,1378288
2019-07-04,1292.7637939453125,1299.0864468099708,1284.6347683144313,1289.2459862773464,902077
2019-07-05,1291.8128662109375,1305.836742314103,1284.9197745670087,1296.7569464059086,966162
2019-07-08,1274.2711181640625,1291.5276388913987,1267.0927490818704,1291.1473071940286,866416
2019-07-09,1255.9688720703125,1278.6923290769612,1227.6834262382974,1278.6923290769612,2037332
2019-07-10,1257.8228759765625,1274.3663202173454,1247.4595613993672,1252.9264965093905,1115080
2019-07-11,1266.85498046875,1271.1810356531992,1246.508570577796,1252.1656125319846,757323
2019-07-12,1294.9029541015625,1302.1289089893103,1260.1998008880105,1266.855200134445,1050985
2019-07-15,1286.5362548828125,1299.7044146574585,1280.7365729527864,1295.7586904058905,666533
2019-07-16,1304.743408203125,1307.3104441053554,1278.7873071430568,1285.442705767593,782642
2019-07-17,1327.1817626953125,1335.6911199304857,1307.7860037674857,1309.2121608054,1599926
2019-07-18,1316.7706298828125,1326.658674347462,1309.4021525071812,1326.3259276136553,802222
2019-07-19,1301.7008056640625,1330.5092189827105,1297.8026670192687,1321.667000541282,842552
2019-07-22,1335.0728759765625,1340.5873953748198,1292.1456490372466,1300.4648970581898,1279369
2019-07-23,1358.98486328125,1372.8661003221862,1332.8386539003639,1339.636691551583,2262423
2019-07-24,1410.3741455078125,1419.9769122613677,1326.468579718013,1360.0783213859302,7400250
2019-07-25,1422.21142578125,1429.8175972502793,1387.2231066602947,1408.3777710585325,4194809
2019-07-26,1451.304931640625,1455.440880006824,1412.4659438442968,1414.8428723025904,2420636
2019-07-29,1438.7548828125,1462.5241688328617,1432.4322295188904,1449.831393310182,1634196
2019-07-30,1434.4764404296875,1451.8280195765585,1428.7242266716794,1436.7107301487345,1436383
2019-07-31,1446.21826171875,1449.9262931560613,1421.5457918759844,1432.8124090401209,1249734
2019-08-01,1430.6256103515625,1456.0587440783895,1420.1196565234097,1440.4186017249663,2263295
2019-08-02,1469.1318359375,1473.6955848180928,1430.435488618594,1434.7139596712918,3044783
2019-08-05,1450.3065185546875,1474.6462398559163,1446.788595218915,1457.722464824552,1443728
2019-08-06,1488.76513671875,1492.5682217139436,1449.0229681555438,1454.680010661517,2056715
2019-08-07,1482.442626953125,1497.4648605500086,1475.502065807466,1486.340882296019,1583322
2019-08-08,1488.8128662109375,1492.4257276704725,1464.4731430914546,1488.6702272975842,1579565
2019-08-09,1497.9403076171875,1504.0252676549903,1484.1541226216627,1491.950401505093,1154542
2019-08-13,1495.89599609375,1515.5294465781092,1490.8093928698088,1496.0386350004107,1612748
2019-08-14,1492.42578125,1497.9403016506283,1476.0725600206922,1496.9895302754137,1113095
2019-08-16,1518.8096923828125,1522.0423382823776,1484.1541220557974,1493.6618358421892,1682359
2019-08-19,1508.350830078125,1530.313736281975,1504.3100527292418,1520.2830543209636,1322246
2019-08-20,1516.622802734375,1520.758634514457,1504.7856308785488,1506.9724512068863,1024331
2019-08-21,1510.9183349609375,1516.4803242231696,1500.8401817237461,1507.2103034324637,704009
2019-08-22,1492.90087890625,1515.4342257879628,1489.192964107063,1507.1624467829276,985590
2019-08-23,1502.5989990234375,1505.403727958867,1479.0674091402886,1492.615900285132,984637
2019-08-26,1518.905029296875,1521.2343730061518,1499.509267828852,1511.7266581748634,1153556
2019-08-27,1520.7109375,1528.3171070404014,1507.4477257882997,1521.2339080802772,1581449
2019-08-28,1524.2291259765625,1527.6518796535902,1512.2968990078184,1520.4735094754285,565676
2019-08-29,1535.7333984375,1540.1545083562282,1510.775650900596,1523.943810674543,861692
2019-08-30,1536.63671875,1542.6266251054576,1516.5754650501897,1536.4466108908596,1181516
2019-09-03,1499.1285400390625,1530.3613517977212,1496.0861185210733,1528.8401410387269,1289263
2019-09-04,1459.57666015625,1504.6907142581977,1452.5885139507693,1501.2679606127538,2381389
2019-09-05,1444.9345703125,1469.7972610776883,1440.6560997966874,1461.3353739564484,1506173
2019-09-06,1456.9617919921875,1463.6646592323546,1444.9345132494163,1448.9752907992172,801338
2019-09-09,1464.7581787109375,1468.9415954636054,1449.1655068478728,1455.202997192547,812836
2019-09-11,1484.581787109375,1487.957071619537,1466.7073564606744,1468.9416457841435,1541300
2019-09-12,1464.47314453125,1492.711006964736,1461.4781915917094,1492.711006964736,753116
2019-09-13,1471.9840087890625,1476.6903961321957,1452.7784758856328,1464.187730931855,547381
2019-09-16,1446.4083251953125,1451.7800898204669,1428.1534478598044,1435.6645638231203,1811073
2019-09-17,1455.535888671875,1467.325476670597,1443.841354596337,1452.2081889337412,1353034
2019-09-18,1471.5562744140625,1484.1064091056676,1459.433940381577,1466.2319783649255,1057300
2019-09-19,1477.4036865234375,1486.5310686576563,1468.9417979380103,1477.4036865234375,879908
2019-09-20,1588.739013671875,1640.318362260564,1466.1845566701525,1482.2526165855495,3962166
2019-09-23,1714.0028076171875,1730.4036110737934,1614.2668839645376,1614.2668839645376,4253004
2019-09-24,1678.96728515625,1714.1932968691399,1665.751539116591,1714.0507740039466,2028042
2019-09-25,1665.561279296875,1696.1760700105765,1643.170567822746,1696.1760700105765,1794074
2019-09-26,1683.76806640625,1692.372591455719,1665.655946229755,1675.0686035180147,1674004
2019-09-27,1688.8551025390625,1693.7040129451718,1649.9209482614433,1682.8651969391365,1115289
2019-09-30,1675.40185546875,1682.8653877899765,1651.537516402113,1680.9638449789143,1041807
2019-10-01,1679.1572265625,1711.2933440147874,1670.505230651793,1681.866901647041,1317945
2019-10-03,1662.8515625,1681.2014966011275,1646.9261418479039,1678.1114896089298,1010826
2019-10-04,1639.510009765625,1674.9737086853336,1632.569333033986,1667.5577623771574,1231811
2019-10-07,1640.22314453125,1657.146804170093,1633.2824675613351,1640.0329206331583,562559
2019-10-09,1686.145263671875,1690.4713193781267,1640.7459354939754,1640.7459354939754,1777552
2019-10-10,1691.041748046875,1704.7328774696402,1670.0297263108885,1678.1112820601868,1599166
2019-10-11,1702.1182861328125,1713.0997408548226,1677.2081249902708,1699.5987190254957,1442236
2019-10-14,1710.1522216796875,1717.3781761160296,1696.841424018345,1701.8805581288027,881724
2019-10-15,1714.3355712890625,1735.1574843130065,1707.5851188088548,1718.7090957085675,1204392
2019-10-16,1678.7767333984375,1724.699030751875,1670.0772693941708,1719.469788927655,1403020
2019-10-17,1723.082763671875,1727.2185953512753,1669.5542964667034,1684.766636297835,1722055
2019-10-18,1727.3135986328125,1734.634490537581,1698.7428773005433,1725.6497490125525,1682488
2019-10-22,1692.563232421875,1735.1578383858136,1687.619267471134,1732.9710176993528,2135313
2019-10-23,1680.3931884765625,1711.3883090844583,1675.2590003371197,1675.639332062439,3369253
2019-10-24,1702.3558349609375,1706.5867203799448,1666.749499916847,1690.4711949514362,1497854
2019-10-25,1707.87060546875,1719.374915477311,1697.1744278874723,1708.5360989827589,1202154
2019-10-27,1704.3525390625,1718.5666390493998,1700.0740683884867,1713.289812127072,124919
2019-10-29,1724.93701171875,1730.4039472664324,1685.2898907799424,1703.8774020054855,1050123
2019-10-30,1734.8431396484375,1743.1301051133069,1718.3643221991288,1743.1301051133069,1133258
2019-10-31,1723.6986083984375,1747.702438949459,1717.8881974951437,1739.6059323352595,1297114
2019-11-01,1682.5015869140625,1734.5573822391373,1678.3581040666447,1729.7947315465533,1527660
2019-11-04,1701.1236572265625,1705.0290076761646,1682.3587430750124,1690.7410550978727,821893
2019-11-05,1708.6962890625,1712.4588531466263,1683.6923711215695,1695.5037689468934,1251974
2019-11-06,1712.2681884765625,1728.842236478095,1696.0751757932965,1704.0764523742764,1136777
2019-11-07,1740.224853515625,1743.9874172491595,1712.8396126082416,1724.07951451701,1380635
2019-11-08,1709.6488037109375,1740.0822133217605,1705.7911261719828,1739.320142652613,1077136
2019-11-11,1689.7408447265625,1708.7914480833292,1684.0733367381865,1704.981327411976,860384
2019-11-13,1686.406982421875,1702.1714031470692,1673.3096926662665,1689.5503784734829,983760
2019-11-14,1687.7403564453125,1714.554100776473,1682.5966708878548,1693.5984395447606,1116800
2019-11-15,1677.1199951171875,1699.3139968554433,1672.9289549616205,1696.3135032583284,729613
