Date,Close,High,Low,Open,Volume
2019-07-01,1180.0555419921875,1181.693462742121,1163.2013363162755,1166.0261729588788,4262080
2019-07-02,1184.5419921875,1185.728908011335,1171.343465044503,1181.2186278807615,3623414
2019-07-03,1182.0020751953125,1188.4827058478643,1178.8449251226218,1186.4411872257076,3731628
2019-07-04,1179.2247314453125,1185.9188677077004,1173.6224651046896,1184.4471615084806,3996982
2019-07-05,1173.812255859375,1184.5182600375779,1167.92519959119,1179.8418811216509,3791530
2019-07-08,1143.9969482421875,1174.8567584273173,1138.038607862956,1174.8329969298416,7303570
2019-07-09,1129.540283203125,1144.5667073003049,1126.6205165973354,1141.2671044433373,8241344
2019-07-10,1134.0982666015625,1138.489855912317,1123.41602233216,1129.350602481828,5784574
2019-07-11,1142.8338623046875,1146.086058420116,1137.3740488532246,1140.863628162195,4548798
2019-07-12,1136.543212890625,1147.9851292357466,1132.3415998915132,1147.9851292357466,4488136
2019-07-15,1136.9468994140625,1140.8637224311483,1128.6860099601179,1137.5403574469542,4116592
2019-07-16,1135.26123046875,1147.984991354714,1130.893403394098,1147.984991354714,6385284
2019-07-17,1138.228515625,1144.946528745947,1135.3087490569665,1136.0920671382198,3879868
2019-07-18,1145.0889892578125,1153.2075407459474,1140.341325442473,1140.8636148260648,5401292
2019-07-19,1127.878662109375,1149.2669099105763,1123.7719794398365,1146.5607648277166,4469614
2019-07-22,1090.6571044921875,1115.6298633150286,1083.060842147264,1113.327199927818,11085648
2019-07-23,1074.633544921875,1089.3513005625102,1064.4498307331262,1089.3513005625102,13901432
2019-07-24,1082.89453125,1088.6392505014148,1068.6990636191385,1071.428970156593,8681870
2019-07-25,1085.3397216796875,1099.2978070871056,1082.5860534544126,1084.8411937916162,9731004
2019-07-26,1081.185546875,1088.9479079761265,1079.0728595750518,1081.6127902714782,6414914
2019-07-29,1065.5181884765625,1079.4051048134459,1055.429403103613,1079.4051048134459,4988246
2019-07-30,1069.29248046875,1078.28927935579,1063.4290698540835,1070.5980878930097,5197068
2019-07-31,1069.0074462890625,1076.295155039306,1060.7465593941638,1063.4764654997996,6945920
2019-08-01,1054.8360595703125,1063.4767852686662,1043.0618291228839,1058.3018776328297,9120838
2019-08-02,1051.2989501953125,1055.8803992688847,1035.9402118726198,1049.708436503374,13912768
2019-08-05,1034.6346435546875,1044.4860460343295,1026.6823066132897,1043.0855083818267,9911220
2019-08-06,1039.3111572265625,1049.3524200740887,1028.8187735778986,1028.8187735778986,12445470
2019-08-07,1036.8897705078125,1045.43556531969,1027.8692093174973,1039.7383687784384,9375068
2019-08-08,1060.2244873046875,1064.900982477062,1036.4149998873945,1043.5364955348114,9855800
2019-08-09,1083.4168701171875,1086.7402347494487,1063.381752230364,1066.8000469558808,15218056
2019-08-13,1054.1474609375,1079.286314780196,1045.7203586298992,1079.286314780196,7720034
2019-08-14,1058.4677734375,1061.2926099249241,1045.933988663337,1061.2926099249241,7127026
2019-08-16,1057.636962890625,1060.1532476994482,1046.4325467017218,1051.1326871502815,7623780
2019-08-19,1047.738037109375,1064.4260258972583,1045.2929211614928,1062.7643438764553,4249100
2019-08-20,1054.2662353515625,1057.684529993943,1047.7381978398178,1048.8775907506922,5135296
2019-08-21,1056.7589111328125,1064.0465063326421,1051.2278126431481,1056.3077902936966,5236356
2019-08-22,1032.1895751953125,1054.3849022147083,1028.8424492222014,1054.3849022147083,6996022
2019-08-23,1026.7772216796875,1033.5664040614922,1015.8101879027047,1025.970142019699,10049808
2019-08-26,1071.14404296875,1075.89170641902,1028.8186696734945,1042.0646043358468,12640122
2019-08-27,1072.9482421875,1079.0964435399558,1063.524199223086,1071.0729381948643,10330416
2019-08-28,1067.0374755859375,1071.7139709529674,1056.9962126690236,1068.224391576578,6831294
2019-08-29,1057.2808837890625,1069.9808834574317,1054.1237339737238,1066.3252058002627,7391858
2019-08-30,1057.755615234375,1072.971899199216,1054.9307787702028,1060.3905915316147,9616660
2019-09-03,1049.6845703125,1054.4559950026783,1042.6580056059945,1053.9812286834515,5714338
2019-09-04,1067.1561279296875,1079.6187453729772,1044.011266963578,1047.809397993914,7530352
2019-09-05,1061.174072265625,1078.8591206601177,1056.355239671032,1067.7496332674834,8648126
2019-09-06,1066.277587890625,1071.357680033585,1054.5984064445906,1057.7793174758779,6435002
2019-09-09,1068.034423828125,1073.399190837763,1052.1297511551825,1066.325218609818,5321702
2019-09-11,1068.8414306640625,1079.6186028580491,1064.0224830095922,1079.6186028580491,7604558
2019-09-12,1078.1231689453125,1086.6452014034694,1067.3458805055122,1068.5565578313212,9066150
2019-09-13,1071.76123046875,1076.508893777575,1062.5270485150352,1068.6990108165076,7685670
2019-09-16,1065.447021484375,1074.230200307178,1063.9515536162928,1069.1264612614953,5515092
2019-09-17,1049.87451171875,1067.5120335317283,1043.583858196715,1067.2271273857016,5328278
2019-09-18,1038.670166015625,1055.9516161860445,1034.9907265062566,1052.6995359720088,6479942
2019-09-19,1045.48291015625,1051.1801057266184,1029.2933330465569,1044.3909244899812,5311655
2019-09-20,1139.0594482421875,1148.839681798212,1049.6135107713508,1052.0822727058571,23075017
2019-09-23,1193.800048828125,1217.9656109292646,1166.9757486655524,1195.9840205149994,20960205
2019-09-24,1190.524169921875,1198.262768857013,1165.598936038164,1186.9158992243308,11689524
2019-09-25,1177.1357421875,1186.8210460991113,1168.020250672273,1186.8210460991113,7804488
2019-09-26,1179.79443359375,1210.6542477521377,1173.954784040288,1177.2307415506489,15335780
2019-09-27,1181.4085693359375,1190.2392700367702,1175.1416765368417,1185.2542232336646,7436585
2019-09-30,1165.50390625,1177.4205884078697,1155.1065691920753,1166.7858681667983,9109229
2019-10-01,1185.776611328125,1191.6636683456873,1159.4744831263486,1169.3496474643139,9384176
2019-10-03,1161.80078125,1181.0288184217081,1154.9640762653185,1177.3730247995313,8149438
2019-10-04,1129.658935546875,1177.040637469135,1125.4810846582918,1174.2395625447784,9201816
2019-10-07,1127.0003662109375,1158.2874217956469,1121.5405532760512,1140.578614050978,11256610
2019-10-09,1166.1685791015625,1167.830261284406,1129.9438843336227,1136.6855431506378,8713635
2019-10-10,1139.961669921875,1164.0797107481587,1136.7806422568078,1160.1392422850474,5778429
2019-10-11,1138.2999267578125,1162.2281061078938,1128.9469362806872,1152.1630819657091,8593159
2019-10-14,1143.6171875,1158.334944098248,1136.9704587136944,1147.9850146633362,6133901
2019-10-15,1161.3260498046875,1163.1775922611187,1145.9435500591353,1146.086003150343,4200187
2019-10-16,1159.4744873046875,1172.673016502335,1149.0296264289582,1169.4921047812254,5293408
2019-10-17,1158.429931640625,1167.7828058575753,1151.878132615788,1165.5514271220222,6121807
2019-10-18,1166.975830078125,1171.5810410506701,1158.7623480433026,1163.604942219688,5616903
2019-10-22,1176.755859375,1193.5625409141887,1170.3939210748754,1193.5625409141887,10003114
2019-10-23,1178.93994140625,1186.6786571714786,1170.7739822303927,1183.9249887758442,5095107
2019-10-24,1173.71728515625,1190.856395847877,1164.4593418213278,1185.0167468700533,6553747
2019-10-25,1166.975830078125,1183.9249676503573,1158.43003473988,1177.4206910470912,6496771
2019-10-27,1175.2366943359375,1179.2248016219107,1172.6730021526273,1177.3731431252843,875041
2019-10-29,1179.79443359375,1193.8949716503232,1175.2366300618385,1175.5215362487424,7116284
2019-10-30,1185.34912109375,1198.974892136461,1180.2691443382832,1183.9723450447063,6005683
2019-10-31,1168.257568359375,1200.114437738039,1165.1715869943087,1194.227265280366,6608853
2019-11-01,1177.4681396484375,1180.9813644793664,1165.6463872983456,1176.4710838914052,5756130
2019-11-04,1174.4295654296875,1186.9159443461613,1167.0232794828237,1183.545056700314,4967588
2019-11-05,1176.94580078125,1181.978370536956,1167.02323026886,1178.370099854402,6183905
2019-11-06,1193.2303466796875,1195.4617254475386,1166.073733366167,1179.7469121605557,6065168
